year,county,nonbank_loans,bank_loans
2012,20179,51.0,19.0
2013,20179,42.0,13.0
2014,20179,48.0,13.0
2015,20179,43.0,14.0
2016,20179,44.0,17.0
2006,20181,60.0,15.0
2007,20181,46.0,25.0
2008,20181,68.0,34.0
2009,20181,65.0,33.0
2010,20181,80.0,26.0
2011,20181,98.0,26.0
2012,20181,144.0,33.0
2013,20181,119.0,46.0
2014,20181,77.0,22.0
2015,20181,62.0,25.0
2016,20181,52.0,18.0
2006,20183,53.0,20.0
2007,20183,55.0,22.0
2008,20183,65.0,36.0
2009,20183,60.0,24.0
2010,20183,68.0,27.0
2011,20183,59.0,26.0
2012,20183,83.0,33.0
2013,20183,65.0,23.0
2014,20183,49.0,19.0
2015,20183,36.0,22.0
2016,20183,50.0,19.0
2006,20185,43.0,24.0
2007,20185,41.0,25.0
2008,20185,51.0,18.0
2009,20185,31.0,27.0
2010,20185,42.0,17.0
2011,20185,62.0,16.0
2012,20185,75.0,27.0
2013,20185,66.0,20.0
2014,20185,62.0,27.0
2015,20185,66.0,15.0
2016,20185,51.0,16.0
2006,20187,27.0,25.0
2007,20187,46.0,19.0
2008,20187,42.0,13.0
2009,20187,30.0,17.0
2010,20187,66.0,12.0
2011,20187,42.0,11.0
2012,20187,63.0,5.0
2013,20187,35.0,9.0
2014,20187,29.0,10.0
2015,20187,44.0,8.0
2016,20187,45.0,10.0
2006,20189,50.0,33.0
2007,20189,93.0,43.0
2008,20189,77.0,63.0
2009,20189,80.0,39.0
2010,20189,54.0,32.0
2011,20189,73.0,19.0
2012,20189,116.0,30.0
2013,20189,132.0,41.0
2014,20189,86.0,38.0
2015,20189,90.0,23.0
2016,20189,55.0,19.0
2006,20191,75.0,82.0
2007,20191,61.0,103.0
2008,20191,77.0,104.0
2009,20191,76.0,89.0
2010,20191,86.0,69.0
2011,20191,93.0,65.0
2012,20191,123.0,82.0
2013,20191,106.0,108.0
2014,20191,103.0,103.0
2015,20191,89.0,69.0
2016,20191,74.0,97.0
2006,20193,91.0,68.0
2007,20193,127.0,73.0
2008,20193,144.0,252.0
2009,20193,135.0,233.0
2010,20193,176.0,290.0
2011,20193,173.0,317.0
2012,20193,172.0,331.0
2013,20193,182.0,311.0
2014,20193,145.0,316.0
2015,20193,132.0,350.0
2016,20193,118.0,360.0
2006,20195,22.0,17.0
2007,20195,24.0,11.0
2008,20195,22.0,22.0
2009,20195,17.0,26.0
2010,20195,19.0,14.0
2011,20195,23.0,14.0
2012,20195,15.0,16.0
2013,20195,18.0,12.0
2014,20195,27.0,14.0
2015,20195,21.0,11.0
2016,20195,27.0,18.0
2006,20197,16.0,24.0
2007,20197,19.0,29.0
2008,20197,25.0,26.0
2009,20197,13.0,19.0
2010,20197,23.0,20.0
2011,20197,21.0,22.0
2012,20197,29.0,24.0
2013,20197,39.0,23.0
2014,20197,32.0,18.0
2015,20197,42.0,17.0
2016,20197,36.0,18.0
2006,20199,26.0,7.0
2007,20199,43.0,15.0
2008,20199,29.0,5.0
2009,20199,40.0,8.0
2010,20199,35.0,7.0
2011,20199,49.0,14.0
2012,20199,66.0,9.0
2013,20199,40.0,14.0
2014,20199,42.0,10.0
2015,20199,27.0,8.0
2016,20199,31.0,15.0
2006,20201,100.0,31.0
2007,20201,104.0,26.0
2008,20201,127.0,32.0
2009,20201,108.0,40.0
2010,20201,107.0,30.0
2011,20201,120.0,64.0
2012,20201,148.0,32.0
2013,20201,128.0,27.0
2014,20201,82.0,42.0
2015,20201,114.0,24.0
2016,20201,70.0,42.0
2006,20203,28.0,17.0
2007,20203,29.0,30.0
2008,20203,32.0,21.0
2009,20203,27.0,17.0
2010,20203,24.0,16.0
2011,20203,40.0,13.0
2012,20203,31.0,8.0
2013,20203,31.0,13.0
2014,20203,33.0,7.0
2015,20203,41.0,13.0
2016,20203,23.0,10.0
2006,20205,43.0,30.0
2007,20205,32.0,22.0
2008,20205,41.0,33.0
2009,20205,30.0,24.0
2010,20205,30.0,27.0
2011,20205,33.0,32.0
2012,20205,38.0,37.0
2013,20205,52.0,48.0
2014,20205,53.0,48.0
2015,20205,32.0,23.0
2016,20205,33.0,30.0
2006,20207,14.0,6.0
2007,20207,10.0,4.0
2008,20207,14.0,12.0
2009,20207,14.0,8.0
2010,20207,13.0,7.0
2011,20207,13.0,8.0
2012,20207,18.0,10.0
2013,20207,25.0,4.0
2014,20207,18.0,11.0
2015,20207,21.0,8.0
2016,20207,21.0,12.0
2006,20209,259.0,296.0
2007,20209,250.0,268.0
2008,20209,243.0,298.0
2009,20209,149.0,251.0
2010,20209,159.0,207.0
2011,20209,186.0,206.0
2012,20209,219.0,201.0
2013,20209,245.0,236.0
2014,20209,263.0,297.0
2015,20209,298.0,188.0
2016,20209,240.0,230.0
2006,21001,35.0,69.0
2007,21001,46.0,82.0
2008,21001,38.0,83.0
2009,21001,35.0,69.0
2010,21001,32.0,56.0
2011,21001,40.0,59.0
2012,21001,32.0,91.0
2013,21001,35.0,115.0
2014,21001,32.0,80.0
2015,21001,56.0,76.0
2016,21001,56.0,78.0
2006,21003,26.0,39.0
2007,21003,32.0,34.0
2008,21003,26.0,37.0
2009,21003,34.0,50.0
2010,21003,27.0,43.0
2011,21003,34.0,30.0
2012,21003,33.0,37.0
2013,21003,40.0,38.0
2014,21003,42.0,39.0
2015,21003,71.0,68.0
2016,21003,92.0,44.0
2006,21005,20.0,35.0
2007,21005,26.0,33.0
2008,21005,33.0,21.0
2009,21005,27.0,20.0
2010,21005,13.0,17.0
2011,21005,27.0,23.0
2012,21005,26.0,27.0
2013,21005,29.0,28.0
2014,21005,43.0,22.0
2015,21005,34.0,42.0
2016,21005,29.0,23.0
2006,21007,8.0,21.0
2007,21007,23.0,19.0
2008,21007,37.0,26.0
2009,21007,16.0,22.0
2010,21007,17.0,16.0
2011,21007,29.0,22.0
2012,21007,26.0,22.0
2013,21007,36.0,30.0
2014,21007,33.0,23.0
2015,21007,35.0,35.0
2016,21007,27.0,19.0
2006,21009,96.0,128.0
2007,21009,85.0,127.0
2008,21009,86.0,127.0
2009,21009,93.0,120.0
2010,21009,63.0,124.0
2011,21009,89.0,117.0
2012,21009,123.0,138.0
2013,21009,131.0,134.0
2014,21009,170.0,147.0
2015,21009,210.0,175.0
2016,21009,256.0,134.0
2006,21011,21.0,26.0
2007,21011,26.0,21.0
2008,21011,31.0,20.0
2009,21011,19.0,27.0
2010,21011,18.0,25.0
2011,21011,24.0,16.0
2012,21011,34.0,22.0
2013,21011,27.0,34.0
2014,21011,28.0,32.0
2015,21011,37.0,27.0
2016,21011,32.0,37.0
2006,21013,24.0,25.0
2007,21013,25.0,22.0
2008,21013,39.0,29.0
2009,21013,32.0,32.0
2010,21013,21.0,28.0
2011,21013,30.0,30.0
2012,21013,29.0,27.0
2013,21013,29.0,24.0
2014,21013,56.0,29.0
2015,21013,50.0,29.0
2016,21013,29.0,33.0
2006,21015,168.0,177.0
2007,21015,166.0,183.0
2008,21015,154.0,237.0
2009,21015,174.0,156.0
2010,21015,165.0,148.0
2011,21015,184.0,209.0
2012,21015,224.0,201.0
2013,21015,234.0,217.0
2014,21015,203.0,222.0
2015,21015,265.0,285.0
2016,21015,279.0,261.0
2006,21017,63.0,49.0
2007,21017,120.0,55.0
2008,21017,73.0,50.0
2009,21017,73.0,33.0
2010,21017,55.0,52.0
2011,21017,75.0,38.0
2012,21017,73.0,46.0
2013,21017,70.0,81.0
2014,21017,65.0,33.0
2015,21017,112.0,43.0
2016,21017,83.0,29.0
2006,21019,57.0,53.0
2007,21019,57.0,87.0
2008,21019,66.0,100.0
2009,21019,67.0,91.0
2010,21019,71.0,68.0
2011,21019,58.0,81.0
2012,21019,81.0,80.0
2013,21019,73.0,79.0
2014,21019,71.0,82.0
2015,21019,63.0,122.0
2016,21019,90.0,73.0
2006,21021,45.0,45.0
2007,21021,48.0,81.0
2008,21021,55.0,43.0
2009,21021,43.0,55.0
2010,21021,38.0,29.0
2011,21021,34.0,43.0
2012,21021,41.0,38.0
2013,21021,43.0,31.0
2014,21021,43.0,40.0
2015,21021,38.0,38.0
2016,21021,52.0,34.0
2006,21023,10.0,20.0
2007,21023,11.0,30.0
2008,21023,15.0,23.0
2009,21023,16.0,34.0
2010,21023,19.0,28.0
2011,21023,15.0,31.0
2012,21023,27.0,34.0
2013,21023,39.0,45.0
2014,21023,16.0,25.0
2015,21023,25.0,57.0
2016,21023,24.0,25.0
2006,21025,5.0,10.0
2007,21025,16.0,15.0
2008,21025,11.0,15.0
2009,21025,10.0,19.0
2010,21025,9.0,16.0
2011,21025,14.0,8.0
2012,21025,7.0,8.0
2013,21025,12.0,12.0
2014,21025,10.0,9.0
2015,21025,23.0,8.0
2016,21025,14.0,8.0
2006,21027,42.0,66.0
2007,21027,45.0,58.0
2008,21027,43.0,69.0
2009,21027,55.0,69.0
2010,21027,58.0,63.0
2011,21027,61.0,63.0
2012,21027,58.0,70.0
2013,21027,76.0,80.0
2014,21027,80.0,60.0
2015,21027,105.0,68.0
2016,21027,80.0,71.0
2006,21029,52.0,59.0
2007,21029,64.0,42.0
2008,21029,78.0,54.0
2009,21029,47.0,28.0
2010,21029,38.0,37.0
2011,21029,46.0,33.0
2012,21029,59.0,43.0
2013,21029,65.0,50.0
2014,21029,85.0,43.0
2015,21029,117.0,93.0
2016,21029,109.0,73.0
2006,21031,11.0,19.0
2007,21031,16.0,20.0
2008,21031,17.0,24.0
2009,21031,26.0,21.0
2010,21031,22.0,31.0
2011,21031,26.0,29.0
2012,21031,20.0,21.0
2013,21031,22.0,32.0
2014,21031,31.0,22.0
2015,21031,34.0,28.0
2016,21031,23.0,27.0
2006,21033,41.0,48.0
2007,21033,42.0,38.0
2008,21033,44.0,52.0
2009,21033,53.0,50.0
2010,21033,52.0,45.0
2011,21033,64.0,57.0
2012,21033,45.0,57.0
2013,21033,77.0,60.0
2014,21033,71.0,50.0
2015,21033,94.0,66.0
2016,21033,95.0,51.0
2006,21035,93.0,84.0
2007,21035,104.0,122.0
2008,21035,136.0,133.0
2009,21035,143.0,121.0
2010,21035,116.0,85.0
2011,21035,147.0,110.0
2012,21035,122.0,102.0
2013,21035,148.0,105.0
2014,21035,191.0,132.0
2015,21035,215.0,173.0
2016,21035,205.0,115.0
2006,21037,74.0,122.0
2007,21037,96.0,116.0
2008,21037,71.0,100.0
2009,21037,63.0,98.0
2010,21037,45.0,89.0
2011,21037,51.0,111.0
2012,21037,105.0,107.0
2013,21037,86.0,110.0
2014,21037,85.0,147.0
2015,21037,116.0,169.0
2016,21037,103.0,137.0
2006,21039,41.0,36.0
2007,21039,58.0,39.0
2008,21039,73.0,44.0
2009,21039,86.0,60.0
2010,21039,92.0,43.0
2011,21039,72.0,36.0
2012,21039,108.0,41.0
2013,21039,158.0,76.0
2014,21039,95.0,41.0
2015,21039,164.0,145.0
2016,21039,96.0,58.0
2006,21041,14.0,24.0
2007,21041,19.0,30.0
2008,21041,20.0,28.0
2009,21041,22.0,18.0
2010,21041,17.0,15.0
2011,21041,22.0,14.0
2012,21041,34.0,18.0
2013,21041,20.0,27.0
2014,21041,25.0,27.0
2015,21041,33.0,30.0
2016,21041,34.0,16.0
2006,21043,25.0,59.0
2007,21043,20.0,36.0
2008,21043,30.0,58.0
2009,21043,14.0,50.0
2010,21043,21.0,59.0
2011,21043,29.0,50.0
2012,21043,23.0,43.0
2013,21043,42.0,61.0
2014,21043,21.0,44.0
2015,21043,34.0,35.0
2016,21043,32.0,46.0
2006,21045,32.0,33.0
2007,21045,38.0,31.0
2008,21045,43.0,36.0
2009,21045,42.0,32.0
2010,21045,21.0,30.0
2011,21045,27.0,31.0
2012,21045,36.0,46.0
2013,21045,38.0,43.0
2014,21045,25.0,38.0
2015,21045,61.0,71.0
2016,21045,56.0,44.0
2006,21047,148.0,73.0
2007,21047,129.0,107.0
2008,21047,206.0,78.0
2009,21047,214.0,108.0
2010,21047,170.0,75.0
2011,21047,214.0,72.0
2012,21047,209.0,100.0
2013,21047,257.0,106.0
2014,21047,258.0,98.0
2015,21047,342.0,107.0
2016,21047,383.0,108.0
2006,21049,48.0,114.0
2007,21049,51.0,79.0
2008,21049,58.0,60.0
2009,21049,48.0,82.0
2010,21049,45.0,75.0
2011,21049,38.0,62.0
2012,21049,51.0,90.0
2013,21049,55.0,74.0
2014,21049,71.0,62.0
2015,21049,92.0,73.0
2016,21049,134.0,73.0
2006,21051,33.0,5.0
2007,21051,16.0,7.0
2008,21051,28.0,10.0
2009,21051,22.0,12.0
2010,21051,13.0,10.0
2011,21051,11.0,12.0
2012,21051,14.0,10.0
2013,21051,25.0,13.0
2014,21051,24.0,9.0
2015,21051,27.0,11.0
2016,21051,25.0,11.0
2006,21053,15.0,21.0
2007,21053,12.0,19.0
2008,21053,16.0,20.0
2009,21053,15.0,24.0
2010,21053,16.0,19.0
2011,21053,19.0,13.0
2012,21053,13.0,15.0
2013,21053,14.0,27.0
2014,21053,20.0,22.0
2015,21053,17.0,18.0
2016,21053,21.0,19.0
2006,21055,23.0,25.0
2007,21055,15.0,24.0
2008,21055,23.0,28.0
2009,21055,28.0,34.0
2010,21055,32.0,23.0
2011,21055,37.0,19.0
2012,21055,32.0,27.0
2013,21055,35.0,28.0
2014,21055,42.0,34.0
2015,21055,69.0,26.0
2016,21055,44.0,29.0
2006,21057,2.0,21.0
2007,21057,20.0,27.0
2008,21057,9.0,48.0
2009,21057,10.0,26.0
2010,21057,12.0,25.0
2011,21057,4.0,18.0
2012,21057,21.0,27.0
2013,21057,16.0,19.0
2014,21057,12.0,23.0
2015,21057,8.0,32.0
2016,21057,12.0,29.0
2006,21059,188.0,180.0
2007,21059,245.0,198.0
2008,21059,265.0,190.0
2009,21059,214.0,181.0
2010,21059,230.0,164.0
2011,21059,288.0,166.0
2012,21059,290.0,176.0
2013,21059,326.0,216.0
2014,21059,357.0,194.0
2015,21059,355.0,228.0
2016,21059,415.0,196.0
2006,21061,6.0,36.0
2007,21061,9.0,22.0
2008,21061,5.0,30.0
2009,21061,11.0,18.0
2010,21061,7.0,14.0
2011,21061,9.0,15.0
2012,21061,8.0,13.0
2013,21061,15.0,15.0
2014,21061,11.0,28.0
2015,21061,15.0,12.0
2016,21061,20.0,10.0
2006,21063,1.0,3.0
2007,21063,4.0,7.0
2008,21063,4.0,8.0
2009,21063,5.0,3.0
2010,21063,1.0,6.0
2011,21063,2.0,3.0
2012,21063,4.0,5.0
2013,21063,7.0,4.0
2014,21063,5.0,4.0
2015,21063,6.0,4.0
2016,21063,5.0,10.0
2006,21065,11.0,6.0
2007,21065,9.0,10.0
2008,21065,15.0,7.0
2009,21065,17.0,16.0
2010,21065,15.0,4.0
2011,21065,13.0,14.0
2012,21065,17.0,9.0
2013,21065,16.0,20.0
2014,21065,15.0,12.0
2015,21065,19.0,22.0
2016,21065,18.0,22.0
2006,21067,361.0,410.0
2007,21067,498.0,498.0
2008,21067,491.0,550.0
2009,21067,425.0,463.0
2010,21067,394.0,501.0
2011,21067,506.0,562.0
2012,21067,423.0,624.0
2013,21067,492.0,683.0
2014,21067,585.0,685.0
2015,21067,669.0,794.0
2016,21067,655.0,593.0
2006,21069,36.0,49.0
2007,21069,51.0,38.0
2008,21069,55.0,43.0
2009,21069,37.0,49.0
2010,21069,42.0,51.0
2011,21069,41.0,52.0
2012,21069,50.0,64.0
2013,21069,41.0,52.0
2014,21069,60.0,54.0
2015,21069,61.0,52.0
2016,21069,58.0,52.0
2006,21071,68.0,48.0
2007,21071,51.0,45.0
2008,21071,62.0,55.0
2009,21071,33.0,50.0
2010,21071,41.0,46.0
2011,21071,41.0,49.0
2012,21071,57.0,39.0
2013,21071,54.0,51.0
2014,21071,61.0,37.0
2015,21071,76.0,58.0
2016,21071,33.0,45.0
2006,21073,57.0,46.0
2007,21073,77.0,62.0
2008,21073,59.0,51.0
2009,21073,76.0,47.0
2010,21073,51.0,52.0
2011,21073,70.0,46.0
2012,21073,79.0,51.0
2013,21073,89.0,80.0
2014,21073,90.0,54.0
2015,21073,96.0,91.0
2016,21073,69.0,57.0
2006,21075,36.0,41.0
2007,21075,47.0,36.0
2008,21075,58.0,40.0
2009,21075,48.0,30.0
2010,21075,63.0,37.0
2011,21075,67.0,24.0
2012,21075,80.0,50.0
2013,21075,87.0,46.0
2014,21075,92.0,27.0
2015,21075,80.0,59.0
2016,21075,47.0,30.0
2006,21077,4.0,9.0
2007,21077,6.0,4.0
2008,21077,17.0,5.0
2009,21077,7.0,10.0
2010,21077,3.0,6.0
2011,21077,5.0,4.0
2012,21077,11.0,8.0
2013,21077,18.0,10.0
2014,21077,16.0,12.0
2015,21077,28.0,21.0
2016,21077,24.0,11.0
2006,21079,18.0,18.0
2007,21079,25.0,19.0
2008,21079,31.0,21.0
2009,21079,28.0,8.0
2010,21079,17.0,19.0
2011,21079,21.0,19.0
2012,21079,28.0,23.0
2013,21079,32.0,33.0
2014,21079,53.0,24.0
2015,21079,55.0,25.0
2016,21079,60.0,30.0
2006,21081,19.0,28.0
2007,21081,21.0,33.0
2008,21081,29.0,22.0
2009,21081,30.0,33.0
2010,21081,31.0,28.0
2011,21081,30.0,26.0
2012,21081,45.0,32.0
2013,21081,40.0,32.0
2014,21081,36.0,31.0
2015,21081,35.0,38.0
2016,21081,52.0,36.0
2006,21083,127.0,104.0
2007,21083,198.0,124.0
2008,21083,222.0,157.0
2009,21083,195.0,124.0
2010,21083,171.0,147.0
2011,21083,192.0,124.0
2012,21083,216.0,123.0
2013,21083,303.0,179.0
2014,21083,243.0,136.0
2015,21083,295.0,223.0
2016,21083,278.0,168.0
2006,21085,52.0,73.0
2007,21085,65.0,82.0
2008,21085,72.0,67.0
2009,21085,74.0,66.0
2010,21085,74.0,58.0
2011,21085,73.0,69.0
2012,21085,83.0,60.0
2013,21085,99.0,81.0
2014,21085,106.0,89.0
2015,21085,144.0,102.0
2016,21085,134.0,83.0
2006,21087,14.0,48.0
2007,21087,18.0,71.0
2008,21087,25.0,76.0
2009,21087,23.0,63.0
2010,21087,28.0,42.0
2011,21087,38.0,40.0
2012,21087,47.0,53.0
2013,21087,49.0,52.0
2014,21087,42.0,48.0
2015,21087,30.0,37.0
2016,21087,47.0,33.0
2006,21089,24.0,23.0
2007,21089,23.0,43.0
2008,21089,39.0,43.0
2009,21089,40.0,29.0
2010,21089,25.0,45.0
2011,21089,22.0,17.0
2012,21089,29.0,37.0
2013,21089,32.0,30.0
2014,21089,37.0,20.0
2015,21089,46.0,38.0
2016,21089,31.0,37.0
2006,21091,16.0,17.0
2007,21091,16.0,17.0
2008,21091,27.0,22.0
2009,21091,19.0,21.0
2010,21091,22.0,16.0
2011,21091,26.0,28.0
2012,21091,21.0,27.0
2013,21091,34.0,35.0
2014,21091,32.0,19.0
2015,21091,61.0,19.0
2016,21091,29.0,19.0
2006,21093,132.0,175.0
2007,21093,182.0,147.0
2008,21093,192.0,142.0
2009,21093,161.0,143.0
2010,21093,141.0,143.0
2011,21093,148.0,150.0
2012,21093,167.0,142.0
2013,21093,214.0,160.0
2014,21093,237.0,154.0
2015,21093,313.0,199.0
2016,21093,287.0,133.0
2006,21095,25.0,17.0
2007,21095,27.0,16.0
2008,21095,20.0,18.0
2009,21095,44.0,27.0
2010,21095,37.0,24.0
2011,21095,47.0,12.0
2012,21095,33.0,19.0
2013,21095,22.0,13.0
2014,21095,20.0,14.0
2015,21095,18.0,15.0
2016,21095,12.0,6.0
2006,21097,28.0,50.0
2007,21097,37.0,39.0
2008,21097,35.0,37.0
2009,21097,38.0,35.0
2010,21097,41.0,20.0
2011,21097,59.0,28.0
2012,21097,67.0,24.0
2013,21097,64.0,15.0
2014,21097,69.0,22.0
2015,21097,81.0,39.0
2016,21097,50.0,16.0
2006,21099,38.0,63.0
2007,21099,29.0,74.0
2008,21099,31.0,79.0
2009,21099,38.0,67.0
2010,21099,33.0,69.0
2011,21099,38.0,76.0
2012,21099,45.0,64.0
2013,21099,58.0,73.0
2014,21099,62.0,60.0
2015,21099,61.0,92.0
2016,21099,62.0,76.0
2006,21101,93.0,96.0
2007,21101,90.0,115.0
2008,21101,161.0,75.0
2009,21101,121.0,72.0
2010,21101,119.0,76.0
2011,21101,165.0,69.0
2012,21101,133.0,84.0
2013,21101,187.0,65.0
2014,21101,190.0,91.0
2015,21101,185.0,165.0
2016,21101,171.0,97.0
2006,21103,28.0,29.0
2007,21103,34.0,33.0
2008,21103,47.0,60.0
2009,21103,41.0,33.0
2010,21103,34.0,35.0
2011,21103,33.0,22.0
2012,21103,52.0,38.0
2013,21103,75.0,73.0
2014,21103,61.0,55.0
2015,21103,71.0,75.0
2016,21103,58.0,42.0
2006,21105,30.0,32.0
2007,21105,32.0,28.0
2008,21105,34.0,37.0
2009,21105,31.0,46.0
2010,21105,62.0,49.0
2011,21105,52.0,38.0
2012,21105,60.0,37.0
2013,21105,82.0,53.0
2014,21105,67.0,33.0
2015,21105,74.0,30.0
2016,21105,49.0,38.0
2006,21107,102.0,74.0
2007,21107,115.0,66.0
2008,21107,134.0,91.0
2009,21107,127.0,87.0
2010,21107,98.0,71.0
2011,21107,127.0,78.0
2012,21107,122.0,84.0
2013,21107,141.0,105.0
2014,21107,143.0,85.0
2015,21107,173.0,102.0
2016,21107,212.0,94.0
2006,21109,11.0,5.0
2007,21109,11.0,13.0
2008,21109,18.0,9.0
2009,21109,15.0,9.0
2010,21109,12.0,16.0
2011,21109,9.0,8.0
2012,21109,13.0,9.0
2013,21109,8.0,8.0
2014,21109,15.0,13.0
2015,21109,13.0,6.0
2016,21109,11.0,10.0
2006,21111,1038.0,1095.0
2007,21111,1229.0,1197.0
2008,21111,1198.0,1054.0
2009,21111,993.0,908.0
2010,21111,930.0,1070.0
2011,21111,1036.0,1135.0
2012,21111,1142.0,1287.0
2013,21111,1428.0,1476.0
2014,21111,1342.0,1629.0
2015,21111,1632.0,1523.0
2016,21111,1640.0,1408.0
2006,21113,90.0,66.0
2007,21113,105.0,65.0
2008,21113,116.0,86.0
2009,21113,92.0,66.0
2010,21113,93.0,73.0
2011,21113,101.0,93.0
2012,21113,111.0,102.0
2013,21113,97.0,122.0
2014,21113,124.0,105.0
2015,21113,165.0,103.0
2016,21113,126.0,104.0
2006,21115,22.0,18.0
2007,21115,29.0,31.0
2008,21115,24.0,24.0
2009,21115,38.0,20.0
2010,21115,25.0,12.0
2011,21115,20.0,11.0
2012,21115,19.0,12.0
2013,21115,36.0,17.0
2014,21115,35.0,17.0
2015,21115,21.0,14.0
2016,21115,31.0,14.0
2006,21117,180.0,158.0
2007,21117,243.0,222.0
2008,21117,169.0,211.0
2009,21117,189.0,214.0
2010,21117,126.0,169.0
2011,21117,148.0,159.0
2012,21117,162.0,210.0
2013,21117,150.0,218.0
2014,21117,184.0,186.0
2015,21117,191.0,249.0
2016,21117,216.0,201.0
2006,21119,15.0,25.0
2007,21119,21.0,12.0
2008,21119,20.0,13.0
2009,21119,17.0,16.0
2010,21119,12.0,21.0
2011,21119,19.0,10.0
2012,21119,13.0,9.0
2013,21119,22.0,6.0
2014,21119,14.0,17.0
2015,21119,15.0,8.0
2016,21119,9.0,4.0
2006,21121,20.0,16.0
2007,21121,20.0,27.0
2008,21121,28.0,28.0
2009,21121,24.0,19.0
2010,21121,20.0,18.0
2011,21121,15.0,14.0
2012,21121,28.0,15.0
2013,21121,21.0,21.0
2014,21121,24.0,26.0
2015,21121,31.0,20.0
2016,21121,25.0,14.0
2006,21123,26.0,32.0
2007,21123,23.0,49.0
2008,21123,35.0,46.0
2009,21123,42.0,32.0
2010,21123,42.0,60.0
2011,21123,56.0,51.0
2012,21123,52.0,56.0
2013,21123,71.0,45.0
2014,21123,60.0,32.0
2015,21123,76.0,54.0
2016,21123,61.0,41.0
2006,21125,76.0,87.0
2007,21125,98.0,89.0
2008,21125,99.0,103.0
2009,21125,81.0,64.0
2010,21125,87.0,70.0
2011,21125,101.0,69.0
2012,21125,121.0,75.0
2013,21125,100.0,63.0
2014,21125,110.0,50.0
2015,21125,148.0,76.0
2016,21125,168.0,89.0
2006,21127,43.0,12.0
2007,21127,24.0,18.0
2008,21127,41.0,18.0
2009,21127,18.0,13.0
2010,21127,31.0,22.0
2011,21127,44.0,14.0
2012,21127,47.0,14.0
2013,21127,31.0,18.0
2014,21127,26.0,15.0
2015,21127,48.0,11.0
2016,21127,29.0,14.0
2006,21129,6.0,6.0
2007,21129,4.0,7.0
2008,21129,4.0,3.0
2009,21129,10.0,9.0
2010,21129,8.0,6.0
2011,21129,7.0,5.0
2012,21129,10.0,3.0
2013,21129,7.0,2.0
2014,21129,12.0,4.0
2015,21129,5.0,1.0
2016,21129,5.0,5.0
2006,21131,17.0,6.0
2007,21131,10.0,15.0
2008,21131,9.0,10.0
2009,21131,8.0,8.0
2010,21131,8.0,3.0
2011,21131,7.0,5.0
2012,21131,5.0,9.0
2013,21131,7.0,8.0
2014,21131,10.0,7.0
2015,21131,3.0,4.0
2016,21131,9.0,5.0
2006,21133,18.0,16.0
2007,21133,13.0,5.0
2008,21133,12.0,18.0
2009,21133,16.0,15.0
2010,21133,12.0,18.0
2011,21133,23.0,11.0
2012,21133,15.0,15.0
2013,21133,18.0,14.0
2014,21133,14.0,6.0
2015,21133,69.0,44.0
2016,21133,20.0,19.0
2006,21135,20.0,12.0
2007,21135,19.0,11.0
2008,21135,17.0,13.0
2009,21135,18.0,9.0
2010,21135,18.0,17.0
2011,21135,25.0,13.0
2012,21135,21.0,16.0
2013,21135,25.0,28.0
2014,21135,30.0,26.0
2015,21135,32.0,32.0
2016,21135,27.0,17.0
2006,21137,35.0,24.0
2007,21137,34.0,27.0
2008,21137,26.0,16.0
2009,21137,26.0,22.0
2010,21137,38.0,23.0
2011,21137,33.0,18.0
2012,21137,34.0,31.0
2013,21137,45.0,33.0
2014,21137,38.0,37.0
2015,21137,64.0,42.0
2016,21137,41.0,43.0
2006,21139,31.0,15.0
2007,21139,48.0,16.0
2008,21139,37.0,18.0
2009,21139,25.0,19.0
2010,21139,18.0,13.0
2011,21139,31.0,22.0
2012,21139,29.0,25.0
2013,21139,67.0,17.0
2014,21139,48.0,20.0
2015,21139,70.0,27.0
2016,21139,43.0,23.0
2006,21141,106.0,73.0
2007,21141,77.0,76.0
2008,21141,130.0,93.0
2009,21141,125.0,87.0
2010,21141,105.0,89.0
2011,21141,152.0,72.0
2012,21141,158.0,88.0
2013,21141,140.0,104.0
2014,21141,202.0,93.0
2015,21141,208.0,102.0
2016,21141,171.0,113.0
2006,21143,20.0,14.0
2007,21143,9.0,10.0
2008,21143,11.0,16.0
2009,21143,20.0,13.0
2010,21143,15.0,14.0
2011,21143,21.0,11.0
2012,21143,29.0,21.0
2013,21143,40.0,24.0
2014,21143,42.0,21.0
2015,21143,27.0,24.0
2016,21143,40.0,25.0
2006,21145,110.0,151.0
2007,21145,112.0,166.0
2008,21145,137.0,151.0
2009,21145,128.0,150.0
2010,21145,125.0,141.0
2011,21145,140.0,131.0
2012,21145,163.0,178.0
2013,21145,160.0,175.0
2014,21145,141.0,182.0
2015,21145,208.0,219.0
2016,21145,200.0,195.0
2006,21147,9.0,12.0
2007,21147,8.0,9.0
2008,21147,10.0,17.0
2009,21147,6.0,7.0
2010,21147,15.0,12.0
2011,21147,22.0,12.0
2012,21147,19.0,16.0
2013,21147,17.0,12.0
2014,21147,16.0,10.0
2015,21147,21.0,11.0
2016,21147,12.0,14.0
2006,21149,46.0,40.0
2007,21149,44.0,62.0
2008,21149,69.0,74.0
2009,21149,58.0,71.0
2010,21149,61.0,45.0
2011,21149,63.0,40.0
2012,21149,60.0,51.0
2013,21149,75.0,64.0
2014,21149,78.0,59.0
2015,21149,94.0,59.0
2016,21149,71.0,44.0
2006,21151,75.0,81.0
2007,21151,91.0,95.0
